0	0.2518100	0.7426500	23
1	0.2100700	0.7067700	23
2	0.2780300	0.6995900	23
3	0.3208000	0.7216000	23
4	0.2452600	0.6716100	23
5	0.1924800	0.6749600	23
6	0.3245900	0.6747200	23
7	0.3659900	0.6878700	23
8	0.3525400	0.5395800	23
9	0.3784100	0.5135100	23
10	0.3797900	0.5608700	23
11	0.3504700	0.5754600	23
12	0.3377000	0.4360200	23
13	0.3004500	0.4116200	23
14	0.3145900	0.3676200	23
15	0.3556400	0.3932100	23
16	0.1604000	0.4817000	23
17	0.1783400	0.4604200	23
18	0.1983400	0.4817000	23
19	0.1790300	0.5013200	23
20	0.1141800	0.5173400	23
21	0.1252200	0.5331300	23
22	0.08865000	0.5453200	23
23	0.08037000	0.5276200	23
24	0.1341800	0.4589800	23
25	0.1500500	0.4372200	23
26	0.1417700	0.5022700	23
27	0.1279800	0.4869600	23
28	0.07830000	0.4726100	23
29	0.09141000	0.4864900	23
30	0.06588000	0.4929400	23
31	0.05968000	0.4766800	23
32	0.1121100	0.4644800	23
33	0.1065900	0.4769200	23
34	0.09003000	0.4659200	23
35	0.09417000	0.4534800	23
36	0.1045200	0.5015500	23
37	0.07382000	0.5099300	23
38	0.03932000	0.5159100	23
39	0.03656000	0.4951000	23
40	0.2097300	0.4073200	23
41	0.1948900	0.4353000	23
42	0.1676400	0.4159300	23
43	0.1828200	0.3924900	23
44	0.1038300	0.4384100	23
45	0.08934000	0.3824400	23
46	0.09831000	0.3960800	23
47	0.06726000	0.4018200	23
48	0.06002000	0.3879500	23
49	0.2266300	0.3468100	23
50	0.1955800	0.3458500	23
51	0.1900700	0.3248000	23
52	0.2231800	0.3181100	23
53	0.1738500	0.3075800	23
54	0.2090400	0.2920400	23
55	0.1486700	0.2540100	23
56	0.1842000	0.2719400	23
57	0.1493600	0.2951400	23
58	0.1183200	0.2851000	23
59	0.06657000	0.3047100	23
60	0.04001000	0.3008800	23
61	0.05209000	0.2697900	23
62	0.08486000	0.2764900	23
63	0.09072000	0.3599600	23
64	0.1110700	0.3580500	23
65	0.1079700	0.3669000	23
66	0.08589000	0.3709600	23
67	0.1334900	0.3554200	23
68	0.1410800	0.3544600	23
69	0.1407400	0.3611600	23
70	0.1328000	0.3592400	23
71	0.1241800	0.3568500	23
72	0.1128000	0.3520700	23
73	0.1269400	0.3527900	23
74	0.09141000	0.3508700	23
